MGI_ID	BACKGROUND	GENE SYMBOL	STRAIN TYPE	TJL #	SPECIES	Std/Nonstd
1285	C57BL/6FrSe-Col11a1<cho>	Col11a1	Mutant strain			Standard
7238	C57BL/6FrSe-Col11a1<cho>/Col11a1<cho>	Col11a1	Mutant strain			Standard
25531	C57BL/6Fs		Substrain			Standard
1452	C57BL/6Ha		Substrain			Standard
1554	C57BL/6HaRos		Substrain			Standard
29345	C57BL/6Hab		Substrain			Standard
28436	C57BL/6HanHsd-Igh-1<a>	Igh-1	Substrain			Standard
11782	C57BL/6Hsd		Substrain			Standard
25107	C57BL/6Imr		Substrain			Standard
2	C57BL/6J		Substrain	664		Standard
1194	C57BL/6J +/+		Substrain			Standard
7835	C57BL/6J and (C57BL/6 x CBA)F1					Nonstandard
6384	C57BL/6J and AEJ/GnRk					Nonstandard
20034	C57BL/6J and CBA					Nonstandard
16698	C57BL/6J and DBA/2J					Nonstandard
20992	C57BL/6J and M. m. musculus					Nonstandard
20065	C57BL/6J and NFS/N					Nonstandard
18339	C57BL/6J and SWR/J					Nonstandard
4551	C57BL/6J or (C57BL/6 x CBA)F1					Nonstandard
20085	C57BL/6J or BALB/c					Nonstandard
22029	C57BL/6J or C57BL/6JEi					Nonstandard
28636	C57BL/6J or DBA/2					Nonstandard
16585	C57BL/6J or DBA/2J					Nonstandard
13706	C57BL/6J or LP/J					Nonstandard
17446	C57BL/6J or M. spretus				M. m. domesticus or M. spretus	Nonstandard
16104	C57BL/6J or SPRET/Ei				M. m. domesticus or M. spretus	Nonstandard
16942	C57BL/6J or SWR/J					Nonstandard
28374	C57BL/6J x STOCK In(10)17Rk		Chromosome aberration, Inversion	1962		Nonstandard
11480	C57BL/6J++ or C3H/HeJ++					Nonstandard
12204	C57BL/6J, BALB/cJ					Nonstandard
25686	C57BL/6J-+ T(1;2)5Ca/a +	T(1;2)5Ca, a	Chromosome aberration, Translocation	584		Standard
18116	C57BL/6J-+ pa/+ pa	pa	Mutant strain			Standard
29948	C57BL/6J-+/+		Substrain			Standard
2047	C57BL/6J-+/Ghrhr<lit>	Ghrhr	Mutant strain			Standard
16114	C57BL/6J-+/Spnb1<ja>	Spnb1	Mutant strain			Standard
18753	C57BL/6J-+/pcd	pcd	Mutant strain			Standard
1403	C57BL/6J-+Lama2<dy-2J>	Lama2	Mutant strain			Standard
23917	C57BL/6J-+Spi1<o>/+ Spi1<o>	Spi1	Mutant strain			Standard
27751	C57BL/6J-A Amy1<b> Amy2<b>	a, Amy1, Amy2	Mutant strain	628		Standard
24735	C57BL/6J-A Amy1<b> Amy2<b> Gdc1<d> Mpi1<a>	a, Amy1, Amy2, Gdc1, Mpi1	Mutant strain	630		Standard
24630	C57BL/6J-A/a md	a, md	Mutant strain	1		Standard
1696	C57BL/6J-A<hvy>/a	A	Mutant strain			Standard
1695	C57BL/6J-A<hvy>/a<l>	A, a	Mutant strain			Standard
834	C57BL/6J-A<i>	A	Mutant strain			Standard
25876	C57BL/6J-A<i>/a	a	Mutant strain	258		Standard
833	C57BL/6J-A<sy>	A	Mutant strain			Standard
25678	C57BL/6J-A<sy>/a	a	Mutant strain	774		Standard
24393	C57BL/6J-A<vy>	a	Mutant strain	17		Standard
28389	C57BL/6J-A<w-20J>	A	Mutant strain	1435		Standard
28472	C57BL/6J-A<w-26J>/a	A, a	Mutant strain	1238		Standard
28490	C57BL/6J-A<w-27J>	A	Mutant strain	1436		Standard
436	C57BL/6J-A<w-J>	a	Mutant strain	51		Standard
27384	C57BL/6J-A<w-J> Kit<W-70J>	A, Kit	Mutant strain	1288		Standard
27522	C57BL/6J-A<w-J> Sxr<b> Hya<->	A, Sxr, Hya	Mutant strain			Standard
29129	C57BL/6J-A<w-J> Tp(Y)1Ct<Sxr-b> Hya<->	a, Tp(Y)1Ct, Hya	Mutant strain	1730		Standard
27858	C57BL/6J-A<w-J>-Sxr<a>-Ta<6J>	a, Sxr, Ta	Mutant strain	552		Standard
25885	C57BL/6J-A<w-J>-Ta +/+ Ar<Tfm>	a, Ta, Ar	Mutant strain	569		Standard
26996	C57BL/6J-A<w-J>-Ta<6-J>	a, Ta	Mutant strain	338		Standard
25948	C57BL/6J-A<w-J>-Ta<6-J> +/+ Ar<Tfm>	a, Ta, Ar	Mutant strain	1809		Standard
837	C57BL/6J-A<y>	a	Mutant strain	21		Standard
824	C57BL/6J-A<y>/a	A	Mutant strain			Standard
26144	C57BL/6J-Ace<tm1Unc>	Ace	Targeted mutation	2679		Standard
26931	C57BL/6J-Ace<tm2Unc>	Ace	Targeted mutation	2680		Standard
803	C57BL/6J-Ada<b>	Ada	Mutant strain			Standard
29718	C57BL/6J-Adra2c<tm1Gsb>	Adra2c	Targeted mutation	3557		Standard
27651	C57BL/6J-Agt<tm1Unc>	Agt	Targeted mutation	2681		Standard
27623	C57BL/6J-Agtr1a<tm1Unc>	Agtr1a	Targeted mutation	2682		Standard
27956	C57BL/6J-Akp2<tm1Sor>	Akp2	Targeted mutation	2741		Standard
26735	C57BL/6J-Alb1<c>	Alb1	Mutant strain	186		Standard
26875	C57BL/6J-Alox5<tm1Fun>	Alox5	Targeted mutation	2264		Standard
26721	C57BL/6J-Amh<tm1Bhr>	Amh	Targeted mutation	2188		Standard
18623	C57BL/6J-Ap3b1<pe>	Ap3b1	Mutant strain	102		Standard
1431	C57BL/6J-Apc<+>	Apc	Targeted mutation			Standard
1432	C57BL/6J-Apc<Min>	Apc	Mutant strain			Standard
1915	C57BL/6J-Apc<Min>/+	Apc	Mutant strain	2020		Standard
26642	C57BL/6J-Apoa1<tm1Unc>	Apoa1	Targeted mutation	2055		Standard
25902	C57BL/6J-Apob<tm1Unc>	Apob	Targeted mutation	2053		Standard
24778	C57BL/6J-Apoc3<tm1Unc>	Apoc3	Targeted mutation	2057		Standard
27760	C57BL/6J-Apoe<tm1Unc>	Apoe	Targeted mutation	2052		Standard
27055	C57BL/6J-Apoe<tm1Unc> Ldlr<tm1Her>	Apoe, Ldlr	Targeted mutation	2246		Standard
28236	C57BL/6J-Asgr2<tm1Her>	Asgr2	Targeted mutation			Standard
27319	C57BL/6J-Ass1<tm1Bay>	Ass1	Targeted mutation	2190		Standard
26466	C57BL/6J-Atp7a<Mo-blo>	Atp7a	Mutant strain	535		Standard
25792	C57BL/6J-Atp7a<Mo-pew2J>	Atp7a	Mutant strain	1381		Standard
26503	C57BL/6J-Atp7a<Mo-to>	Atp7a	Mutant strain	53		Standard
25566	C57BL/6J-B2m<tm1Unc>	B2m	Targeted mutation	2087		Standard
29609	C57BL/6J-B2m<tm1Unc>/Dcr	B2m	Targeted mutation			Standard
30009	C57BL/6J-B2m<tm1Unc>Dcr	B2m	Targeted mutation	3420		Standard
29752	C57BL/6J-Bcl2<tm1Mpin>	Bcl2	Targeted mutation	3570		Standard
25459	C57BL/6J-Bdnf<tm1Jae>	Bdnf	Targeted mutation	2266		Standard
26407	C57BL/6J-Bmp5<se-4J>	Bmp5	Mutant strain	1496		Standard
25679	C57BL/6J-Bmp5<se>	Bmp5	Mutant strain	56		Standard
26509	C57BL/6J-Bsk/+	Bsk	Mutant strain	1368		Standard
29507	C57BL/6J-C2ta<tm1Ccum>	C2ta	Targeted mutation			Standard
24311	C57BL/6J-Cacna1a<tg-la>	Cacna1a	Mutant strain			Standard
26888	C57BL/6J-Cacna1a<tg>/+	Cacna1a	Mutant strain	544		Standard
26439	C57BL/6J-Cacng2<stg-wag>	Cacng2	Mutant strain	1883		Standard
27660	C57BL/6J-Car2<o>	Car2	Mutant strain	1623		Standard
26288	C57BL/6J-Cd4<tm1Knw>	Cd4	Targeted mutation	2269		Standard
25126	C57BL/6J-Cd5<a>/Cy	Cd5	Mutant strain	408		Standard
30197	C57BL/6J-Cdk5<tm1Kul>	Cdk5	Targeted mutation	3596		Standard
27698	C57BL/6J-Cftr<tm1Unc>	Cftr	Targeted mutation	2196		Standard
25718	C57BL/6J-Cftr<tm1Unc>-TgN(FABPCFTR)Jaw	Cftr	Targeted mutation, Transgenic	2363		Standard
25550	C57BL/6J-Clock<m1Jt>	Clock	Targeted mutation	2923		Nonstandard
25353	C57BL/6J-Cola1<Mov13>	Cola1	Mutant strain	2197		Standard
25576	C57BL/6J-Dct<slt>/+	Dct	Mutant strain	131		Standard
29553	C57BL/6J-Dll1<tm1Gos>	Dll1	Targeted mutation	2957		Standard
28078	C57BL/6J-Dnmt<tm1Jae>	Dnmt	Targeted mutation	2198		Standard
26887	C57BL/6J-Drd1a<tm1Jcd>	Drd1a	Targeted mutation	2959		Standard
26402	C57BL/6J-Drd3<tm1Dac>	Drd3	Targeted mutation	2958		Standard
27881	C57BL/6J-Dsg3<bal>/+	Dsg3	Mutant strain	519		Standard
18192	C57BL/6J-Dsg3<bal>/Dsg3<bal>	Dsg3	Mutant strain			Standard
28206	C57BL/6J-Eg<o> Es1<b>	Eg, Es1	Mutant strain	1601		Standard
26809	C57BL/6J-Eg<o> Es1<b> Gus<h>	Eg, Es1	Mutant strain	1604		Standard
24904	C57BL/6J-Eklf<tm1Sho>	Eklf	Targeted mutation	2949		Standard
29257	C57BL/6J-En1<tm1Alj>	En1	Targeted mutation	3343		Standard
26740	C57BL/6J-Es2<c>	Es1	Mutant strain	1374		Standard
28486	C57BL/6J-Es8<b>	Es8	Mutant strain	788		Standard
17142	C57BL/6J-Fasl<gld>/Fasl<gld>	Fasl	Mutant strain			Standard
28835	C57BL/6J-Fbn1<Tsk> +/- pa Kit<W-80J>	Fbn1, pa, Kit	Mutant strain	2178		Standard
29272	C57BL/6J-Fbn1<Tsk>/+	Fbn1	Mutant strain			Standard
26116	C57BL/6J-Fmr1<tm1Cgr>	Fmr1	Targeted mutation	3025		Standard
25457	C57BL/6J-Fn1<tm1Hyn>	Fn1	Targeted mutation	2270		Standard
27632	C57BL/6J-Fos<tm1Pa>	Fos	Targeted mutation	2099		Standard
16641	C57BL/6J-Fv4<s>	Fv4	Mutant strain			Standard
27596	C57BL/6J-Fyn<tm1Sor>	Fyn	Targeted mutation	2272		Standard
27387	C57BL/6J-Galc<twi>	Galc	Mutant strain			Standard
29824	C57BL/6J-Galc<twi>/+	Galc	Mutant strain	845		Standard
29074	C57BL/6J-Gba<tm1Nsb>	Gba	Targeted mutation	3321		Standard
25615	C57BL/6J-Ghrhr<lit>/+	Ghrhr	Mutant strain	533		Standard
2046	C57BL/6J-Ghrhr<lit>/Ghrhr<lit>	Ghrhr	Mutant strain			Standard
5355	C57BL/6J-Ghrhr<lit>/Ghrhr<lit> and +/+	Ghrhr				Nonstandard
27617	C57BL/6J-Gja1<tm1Kdr>	Gja1	Targeted mutation	2202		Standard
25943	C57BL/6J-Gli3<Xt-J>	Gli3	Mutant strain	26		Standard
28042	C57BL/6J-Glra1<spd-ot>	Glra1	Mutant strain	536		Standard
1410	C57BL/6J-Glra1<spd-ot>/Glra1<spd-ot>	Glra1	Mutant strain			Standard
27614	C57BL/6J-Glrb<spa>	Glrb	Mutant strain	66		Standard
25776	C57BL/6J-Gr1<b> Ldr1<b>	Gr1, Ldr1	Mutant strain	1371		Standard
27916	C57BL/6J-Gria2<tm1Rod>	Gria2	Targeted mutation	3143		Standard
20717	C57BL/6J-Grid2<Lc>/+	Grid2	Mutant strain			Standard
27884	C57BL/6J-Grid2<ho-5J>/+	Grid2	Mutant strain	527		Standard
29719	C57BL/6J-Grm5<tm1Rod>	Grm5	Targeted mutation	3558		Standard
29229	C57BL/6J-Gtrosa26	Gtrosa26	Transgenic	2192		Standard
29986	C57BL/6J-Gtrosa26<tm1Sor>	Gtrosa26	Targeted mutation	3474		Standard
26640	C57BL/6J-Gus<a>	Gus	Mutant strain	1603		Standard
794	C57BL/6J-Gus<b>	Gus	Mutant strain			Standard
28027	C57BL/6J-Gus<cs>	Gus	Mutant strain	1599		Standard
25436	C57BL/6J-Gus<h>	Gus	Mutant strain	1598		Standard
26240	C57BL/6J-Gus<n>	Gus	Mutant strain	1597		Standard
27593	C57BL/6J-Gus<w12>	Gus	Mutant strain	1605		Standard
25317	C57BL/6J-Gus<w26>	Gus	Mutant strain	1608		Standard
27966	C57BL/6J-Gus<w5>	Gus	Mutant strain	1602		Standard
25761	C57BL/6J-Gzmb<tm1Ley>	Gzmb	Targeted mutation	2248		Standard
26200	C57BL/6J-H2<bm3>/Eg	H2	Mutant strain	1156		Standard
30207	C57BL/6J-H2dlAb1-Ea					Standard
27175	C57BL/6J-Hba<b>	Hba	Mutant strain	745		Standard
24582	C57BL/6J-Hba<d>	Hba	Mutant strain	191		Standard
28358	C57BL/6J-Hba<h>	Hba	Mutant strain	1171		Standard
26476	C57BL/6J-Hba<p>	Hba	Mutant strain	1175		Standard
26403	C57BL/6J-Hba<th-J>	Hba	Mutant strain	153		Standard
27147	C57BL/6J-Hbb-b1Hbb-b2<tm1Unc>	Hbb-b1, Hbb-b2	Targeted mutation	2683		Standard
27293	C57BL/6J-Hbb<d>	Hbb	Mutant strain	154		Standard
27367	C57BL/6J-Hbb<d> Gpi1<a>	Hbb, Gpi1	Mutant strain	2074		Standard
25397	C57BL/6J-Hbb<p> hr<rh-7J>	Hbb, hr	Mutant strain	758		Standard
27117	C57BL/6J-Hbb<tm1Unc>	Hbb	Targeted mutation	2204		Standard
2765	C57BL/6J-Hcph<me-v>	Hcph	Mutant strain	811		Standard
5496	C57BL/6J-Hcph<me-v>/Hcph<me-v>	Hcph	Mutant strain			Standard
27627	C57BL/6J-Hcph<me>	Hcph	Mutant strain	810		Standard
30198	C57BL/6J-Hdh<tm4Mem>	Hdh	Targeted mutation	3597		Standard
30202	C57BL/6J-Hdh<tm5Mem>	Hdh	Targeted mutation	3598		Standard
27597	C57BL/6J-Hfh11<nu-str>	Hfh11	Mutant strain	521		Standard
26782	C57BL/6J-Hfh11<nu>	Hfh11	Mutant strain	819		Standard
25852	C57BL/6J-Hpl<tm1Unc>	Hpl	Targeted mutation	2056		Standard
1748	C57BL/6J-Hprt<a>	Hprt	Mutant strain			Standard
25994	C57BL/6J-Hprt<b-m3>	Hprt	Mutant strain	2171		Standard
27056	C57BL/6J-Icam1<tm1Bay>	Icam1	Targeted mutation	2127		Standard
29284	C57BL/6J-Ifngr<tm1>	Ifngr	Targeted mutation	3288		Standard
27954	C57BL/6J-Igh<a> Thy1<a>	Igh, Thy1	Mutant strain	1317		Standard
25245	C57BL/6J-Igh<a> Thy1<a> Gpi1<a>	Igh, Thy1, Gpi1	Mutant strain			Standard
30218	C57BL/6J-Il12rb1<tm1Jm>	Il12rb1	Targeted mutation	2984		Standard
29978	C57BL/6J-Il12rb2<tm1Jm>	Il12rb2	Targeted mutation	3248		Standard
26544	C57BL/6J-Il2<tm1Hor>	Il2	Targeted mutation	2252		Standard
24875	C57BL/6J-Il2ra<tm1Dw>	Il2ra	Targeted mutation	2952		Standard
26724	C57BL/6J-Il2rg<tm1Cgn>	Il2rg	Targeted mutation	2479		Standard
26171	C57BL/6J-Il4<tm1Cgn>	Il4	Targeted mutation	2253		Standard
25339	C57BL/6J-Il6<tm1Koe>	Il6	Targeted mutation	2650		Standard
28140	C57BL/6J-Il7r<tm1Imx>	Il7r	Targeted mutation	2295		Standard
25349	C57BL/6J-Inha<tm1Bay>	Inha	Targeted mutation	2206		Standard
27862	C57BL/6J-Insr<tm1Dac>	Insr	Targeted mutation	2939		Standard
24408	C57BL/6J-Is(HSR;1)1Lub/+	Is(HSR;1)1Lub	Chromosome aberration	1914		Standard
28090	C57BL/6J-Itga5<tm1Hyn>	Itga5	Targeted mutation	2274		Standard
26824	C57BL/6J-Itgb2<tm1Bay>	Itgb2	Targeted mutation	2128		Standard
29410	C57BL/6J-Itgp<tm1Fp1>	Itgp	Targeted mutation			Standard
27721	C57BL/6J-Jun<tm1Pa>	Jun	Targeted mutation	2100		Standard
25835	C57BL/6J-Kdr<tm1Jrt>	Kdr	Targeted mutation	2938		Standard
25745	C57BL/6J-Kit<W-24J>	Kit	Mutant strain	133		Standard
25319	C57BL/6J-Kit<W-25J>	Kit	Mutant strain	139		Standard
24412	C57BL/6J-Kit<W-34J>	Kit	Mutant strain	117		Standard
24965	C57BL/6J-Kit<W-35J>	Kit	Mutant strain	128		Standard
25583	C57BL/6J-Kit<W-37J>	Kit	Mutant strain	134		Standard
26181	C57BL/6J-Kit<W-39J>	Kit	Mutant strain	62		Standard
27630	C57BL/6J-Kit<W-40J>	Kit	Mutant strain	121		Standard
26645	C57BL/6J-Kit<W-41J>	Kit	Mutant strain	119		Standard
25783	C57BL/6J-Kit<W-42J>	Kit	Mutant strain	127		Standard
25355	C57BL/6J-Kit<W-43J>	Kit	Mutant strain	129		Standard
27273	C57BL/6J-Kit<W-44J>	Kit	Mutant strain	122		Standard
24502	C57BL/6J-Kit<W-45J>	Kit	Mutant strain	171		Standard
28032	C57BL/6J-Kit<W-49J>	Kit	Mutant strain	1177		Standard
26477	C57BL/6J-Kit<W-55J>	Kit	Mutant strain	990		Standard
24505	C57BL/6J-Kit<W-57J>	Kit	Mutant strain	991		Standard
26797	C57BL/6J-Kit<W-62J>	Kit	Mutant strain	1179		Standard
26511	C57BL/6J-Kit<W-73J>	Kit	Mutant strain	1563		Standard
25731	C57BL/6J-Kit<W-v>	Kit	Mutant strain	49		Standard
26932	C57BL/6J-Lama2<dy-2J>	Lama2	Mutant strain	524		Standard
1404	C57BL/6J-Lama2<dy-2J>/Lama2<dy-2J>	Lama2	Mutant strain			Standard
26738	C57BL/6J-Lama2<dy>	Lama2	Mutant strain	631		Standard
27236	C57BL/6J-Ldlr<tm1Her>	Ldlr	Targeted mutation	2207		Standard
24665	C57BL/6J-Lep<ob>	Lep	Mutant strain	632		Standard
28653	C57BL/6J-Lep<ob>/+	Lep	Mutant stock			Standard
1319	C57BL/6J-Lep<ob>/Lep<ob>	Lep	Mutant strain			Standard
361	C57BL/6J-Lepr<db>/Lepr<db>	Lepr	Mutant strain			Standard
25467	C57BL/6J-Lrpap1<tm1Her>	Lrpap1	Targeted mutation	2987		Standard
25484	C57BL/6J-Lta<tm1Dch>	Lta	Targeted mutation	2258		Standard
26921	C57BL/6J-Lyst<bg-12J>	Lyst	Mutant strain	2772		Standard
1667	C57BL/6J-Lyst<bg-J>	Lyst	Mutant strain			Standard
28049	C57BL/6J-Lyst<bg-J>/+	Lyst	Mutant strain	629		Standard
182	C57BL/6J-Lyst<bg>	Lyst	Mutant strain			Standard
24755	C57BL/6J-Lyst<bg>/+	Lyst	Mutant strain	204		Standard
181	C57BL/6J-Lyst<bg>/Lyst<bg>	Lyst	Mutant strain			Standard
26928	C57BL/6J-Macs<tm1Pjb>	Macs	Targeted mutation	2255		Standard
27309	C57BL/6J-Mbp<shi-mld>	Mbp	Mutant strain	2492		Standard
25529	C57BL/6J-Mc1r<e>	Mclr	Mutant strain	60		Standard
26563	C57BL/6J-Mgat1<tm1Jxm>	Mgat1	Targeted mutation	2645		Standard
177	C57BL/6J-Mgf<Sl-C3H>	Mgf	Not Specified			Nonstandard
25257	C57BL/6J-Mgf<Sl-d>	Mgf	Mutant strain			Standard
870	C57BL/6J-Mgf<Sl-d>/+	Mgf	Mutant strain	160		Standard
25772	C57BL/6J-Mip<Cat-fr>	Cat	Mutant strain	2352		Standard
26242	C57BL/6J-Mitf<Mi-wh>	Mitf	Mutant strain	57		Standard
26483	C57BL/6J-Mitf<Mi-wh>/Mitf<mi-rw>	Mitf	Mutant strain	184		Standard
26290	C57BL/6J-Mitf<Mi-wh>/Mitf<mi-sp>	Mitf	Mutant strain	157		Standard
27724	C57BL/6J-Mitf<Mi-wh>/Mitf<mi>	Mitf	Mutant strain	158		Standard
26032	C57BL/6J-Mitf<mi-bws>	Mitf	Mutant strain	2611		Standard
27909	C57BL/6J-Mitf<mi-vit>	Mitf	Mutant strain	2134		Standard
17899	C57BL/6J-Mitf<mi-vit>/Mitf<mi-vit>	Mitf	Mutant strain			Standard
24687	C57BL/6J-Mlh1<tm1Lisk>	Mlh1	Mutant strain	3125		Standard
24774	C57BL/6J-Mor1<b>	Mor1	Mutant strain	1370		Standard
27336	C57BL/6J-Mos<tm1Ev>	Mos	Targeted mutation	2723		Standard
25823	C57BL/6J-Mpi1<a>	Mpi1	Mutant strain	1369		Standard
27544	C57BL/6J-Mt1<tm1Bri> Mt2<tm1Bri>	Mt1, Mt2	Targeted mutation	2212		Standard
516	C57BL/6J-Myo5a<d-120J>/Myo5a<d-120J>	Myo5a	Mutant strain			Standard
27399	C57BL/6J-Myo5a<d-l20J>/Myo5a<d-l20J>	Myo5a	Mutant strain			Standard
507	C57BL/6J-Myo5a<d> Bmp5<se>/Myo5a<d> Bmp5<se>	Myo5a, Bmp5	Mutant strain			Standard
515	C57BL/6J-Myo5a<d>/Myo5a<d>	Myo5a	Mutant strain			Standard
26143	C57BL/6J-Myo5a<s>/Myo5a<d>	Myo5a	Mutant strain			Standard
1680	C57BL/6J-Myo6<sv>	Myo6	Mutant strain			Standard
27981	C57BL/6J-Nfe2<tm1Sho>	Nfe2	Targeted mutation	2767		Standard
28018	C57BL/6J-Ngfr<tm1Jae>	Ngfr	Targeted mutation	2213		Standard
26868	C57BL/6J-Nos1<tm1Plh>	Nos1	Targeted mutation	2986		Standard
25764	C57BL/6J-Nos3<tm1Unc>	Nos3	Targeted mutation	2684		Standard
26322	C57BL/6J-Nppa<tm1Unc>	Nppa	Targeted mutation	2685		Standard
26382	C57BL/6J-Ntf3<tm1Jae>	Ntf3	Targeted mutation	2275		Standard
26313	C57BL/6J-Ntrk1<tm1>	Ntrk1	Targeted mutation	3097		Standard
26860	C57BL/6J-Ntrk2<tm2>	Ntrk2	Targeted mutation	3098		Standard
28000	C57BL/6J-Ntrk2<tm3>	Ntrk3	Targeted mutation	3099		Standard
24604	C57BL/6J-Os +/+ Cacna1a<tg-la>	Os, Cacna1a	Mutant strain	566		Standard
24744	C57BL/6J-Otc<spf-J>	Otc	Mutant strain	1672		Standard
1754	C57BL/6J-Pax3<Sp-4H>/+	Pax3	Mutant strain			Standard
27342	C57BL/6J-Pax3<Sp-d>/+	Pax3	Mutant strain	565		Standard
2103	C57BL/6J-Pax3<Sp-d>/Pax3<Sp-d>	Pax3	Mutant strain			Standard
2104	C57BL/6J-Pax3<Sp-d>/Pax3<Sp-r>	Pax3	Mutant strain			Standard
451	C57BL/6J-Pax3<Sp>/+	Pax3	Mutant strain	2469		Standard
24699	C57BL/6J-Pcsk2<tm1Dfs>	Pcsk2	Mutant strain	2963		Standard
4613	C57BL/6J-Pdeb<rd1/Pdeb<rd1>	Pdeb	Mutant strain			Standard
29623	C57BL/6J-Pdeb<rd1>	Pdeb	Mutant strain			Standard
24713	C57BL/6J-Pdeb<rd1> le	Pdeb, le	Mutant strain	2		Standard
4820	C57BL/6J-Pdeb<rd1>/+	Pdeb	Mutant strain			Standard
26210	C57BL/6J-Pdeb<rd>	Pdeb	Mutant strain			Standard
1069	C57BL/6J-Pdeb<rd>/Pdeb<rd>	Pdeb	Mutant strain			Standard
28176	C57BL/6J-Pep3<b>	Pep3	Mutant strain	1971		Standard
27809	C57BL/6J-Pep3<b> Prkdc<scid>	Pep3, Prkdc	Mutant strain	1966		Standard
26708	C57BL/6J-Pep3<b> Ptprc<a> Hcph<me-v>	Pep3, Hcph	Mutant strain	1965		Standard
1746	C57BL/6J-Pgk1<a>	Pgk1	Mutant strain	827		Standard
27122	C57BL/6J-Ph	Ph	Congenic	118		Standard
24593	C57BL/6J-Phex<Hyp>/+	Phex	Mutant strain	528		Standard
21496	C57BL/6J-Phex<Hyp>/Phex<Hyp>	Phex	Mutant strain			Standard
25342	C57BL/6J-Planh1<tm1>	Planh1	Targeted mutation	2507		Standard
26819	C57BL/6J-Pmp22<Tr-J>	Pmp22	Mutant strain			Standard
1434	C57BL/6J-Pmp22<Tr-J> Re	Pmp22, Re	Mutant strain			Standard
19951	C57BL/6J-Pmp22<Tr-J> Re/+ +	Pmp22, Re	Mutant strain	568		Standard
29019	C57BL/6J-Pmp22<Tr-J> and SPRET/Ei-Ap3b1<pe-+Pin>	Pmp22, Ap3b1				Nonstandard
29938	C57BL/6J-Pmp22<Tr-J>/+	Pmp22	Mutant strain	2504		Standard
378	C57BL/6J-Pmp22<Tr> Re	Pmp22, Re	Mutant stock			Standard
26048	C57BL/6J-Pms2<tm1Lisk>	Pms2	Targeted mutation	2904		Standard
29485	C57BL/6J-Pou4f3<ddl>/+	Pou4f3	Mutant strain	3484		Standard
30034	C57BL/6J-Prkdc<scid/SzJ	Prkdc	Mutant strain	1913		Standard
26250	C57BL/6J-Prkdc<scid> Hcph<me-v>	Prkdc, Hcph	Mutant strain	1974		Standard
27645	C57BL/6J-Prkdc<scid> Lyst<bg>/Sz	Prkdc, Lyst	Mutant strain	1719		Standard
25581	C57BL/6J-Prkdc<scid>/Sz	Prkdc	Mutant strain	1298		Standard
26900	C57BL/6J-Prkdc<scid>/SzJ	Prkdc	Mutant stock			Standard
28147	C57BL/6J-Ps	Ps	Mutant strain	561		Standard
29079	C57BL/6J-Psp<a> A<hvy>	Psp, A	Mutant strain			Standard
15054	C57BL/6J-Psp<a>/Psp<b> A<hvy>/a	Psp, A	Mutant strain			Standard
30181	C57BL/6J-Psp<b> A<w> d = Psp<b> a	Psp, A, a				Nonstandard
29078	C57BL/6J-Psp<b> a	Psp, a	Mutant strain			Standard
29084	C57BL/6J-Psp<b> a d = Psp<b> a<t>	Psp, a				Nonstandard
29081	C57BL/6J-Psp<b> a d = Psp<c> A<y>	Psp, A				Nonstandard
18813	C57BL/6J-Psp<b>/Psp<b> A<w>/A<w>	Psp, A	Mutant strain			Standard
15053	C57BL/6J-Psp<b>/Psp<b> a/a	Psp, a	Mutant strain			Standard
18814	C57BL/6J-Psp<b>/Psp<b> a<t>/a<t>	Psp, a	Mutant strain			Standard
18812	C57BL/6J-Psp<c>/Psp<b> A<y>/a	Psp, A	Mutant strain			Standard
26956	C57BL/6J-Ptgs1<tm1Unc>	Ptgs1	Targeted mutation			Standard
27839	C57BL/6J-Ptgs2<tm1Unc>	Ptgs2	Targeted mutation	2945		Standard
27964	C57BL/6J-Ra	Ra	Mutant strain	18		Standard
27290	C57BL/6J-Rag1<tm1Mom>	Rag1	Targeted mutation	2216		Standard
27562	C57BL/6J-Rb(1.3)1Lub/+	Rb(1.3)1Lub	Chromosome aberration, Targeted mutation	861		Standard
24898	C57BL/6J-Rb(10.11)8Bnr	Rb(10.11)8Bnr	Chromosome aberration	952		Standard
27878	C57BL/6J-Rb(10.17)9Mpl/+	Rb(10.17)9Mpl	Chromosome aberration	1733		Standard
27804	C57BL/6J-Rb(2.16)3Mpl/+	Rb(2.16)3Mpl	Chromosome aberration	1727		Standard
25446	C57BL/6J-Rb(2.8)2Lub	Rb(2.8)2Lub	Chromosome aberration	960		Standard
25437	C57BL/6J-Rb(3.12)4Mpl/+	Rb(3.12)4Mpl	Chromosome aberration	1728		Standard
26172	C57BL/6J-Rb(3.15)10Mpl/+	Rb(3.15)10Mpl	Chromosome aberration	1734		Standard
26850	C57BL/6J-Rb(4.6)5Mpl/+	Rb(4.6)5Mpl	Chromosome aberration	1729		Standard
29131	C57BL/6J-Rb(6.18)2Dn/+	Rb(6.18)2Dn	Chromosome aberration, Targeted mutation	1390		Standard
24797	C57BL/6J-Rb(8.9)8Mpl/+	Rb(8.9)8Mpl	Chromosome aberration	1732		Standard
25759	C57BL/6J-Rb1<tm1Tyj>	Rb1	Chromosome aberration, Targeted mutation	2102		Standard
28304	C57BL/6J-Re<4J>/+	Re	Mutant strain	1226		Standard
27738	C57BL/6J-Rw	Rw	Mutant strain	1176		Standard
29362	C57BL/6J-Rw/+	Rw	Mutant strain			Standard
29708	C57BL/6J-Scn8a<med-J>/+	Scn8a	Mutant strain			Standard
